"","ID","PropertyDetails.PropertyAddress","PropertyDetails.PostalAddressForThisAssessment"
"4395",310221,"11 Stephen Street Dunedin","11 Stephen Street Dunedin 9010"
"4396",310222,"9 Stephen Street Dunedin","9 Stephen Street Dunedin 9010"
"4397",310223,"7 Stephen Street Dunedin","7 Stephen Street Dunedin 9010"
"4398",310224,"5 Stephen Street Dunedin","Owens Family Trust 5 Stephen Street Dunedin 9010"
"4399",310225,"3 Stephen Street Dunedin","3 Stephen Street Dunedin 9010"
"4400",310226,"1 Stephen Street Dunedin","1 Stephen Street Dunedin 9010"
"4401",310227,"19 Gilkison Street Dunedin","19 Gilkison Street Dunedin 9010"
"4402",310228,"17 Gilkison Street Dunedin","17 Gilkison Street Dunedin 9010"
"4403",310229,"15 Gilkison Street Dunedin","15 Gilkison Street Dunedin 9010"
"4404",310230,"11 Gilkison Street Dunedin","11 Gilkison Street Dunedin 9010"
"4405",310231,"9 Gilkison Street Dunedin","9 Gilkison Street Dunedin 9010"
"4406",310232,"43 Gilkison Street Dunedin","43 Gilkison Street Dunedin 9010"
"4407",310233,"68 Stephen Street Dunedin","68 Stephen Street Dunedin 9010"
"4408",310234,"66 Stephen Street Dunedin","24 Domain Street Devonport Auckland 0624"
"4409",310235,"64 Stephen Street Dunedin","64 Stephen Street Dunedin 9010"
"4410",310236,"62 Stephen Street Dunedin","62 Stephen Street Dunedin 9010"
"4411",310237,"60 Stephen Street Dunedin","60 Stephen Street Dunedin 9010"
"4412",310238,"58 Stephen Street Dunedin","PO Box 1314 Dunedin 9054"
"4413",310239,"56 Stephen Street Dunedin","56 Stephen Street Dunedin 9010"
"4414",310240,"52 Stephen Street Dunedin","52 Stephen Street Dunedin 9010"
"4415",310241,"50 Stephen Street Dunedin","50 Stephen Street Dunedin 9010"
"4416",310242,"40 Stephen Street Dunedin","40 Stephen Street Dunedin 9010"
"4417",310243,"38 Stephen Street Dunedin","38 Stephen Street Dunedin 9010"
"4418",310244,"32 Stephen Street Dunedin","32 Stephen Street Dunedin 9010"
"4419",310245,"28 Stephen Street Dunedin","28 Stephen Street Dunedin 9010"
"4420",310246,"26 Stephen Street Dunedin","26 Stephen Street Dunedin 9010"
"4421",310247,"24 Stephen Street Dunedin","24 Stephen Street Dunedin 9010"
"4422",310248,"22 Stephen Street Dunedin","22 Stephen Street Dunedin 9010"
"4423",310249,"20 Stephen Street Dunedin","20 Stephen Street Dunedin 9010"
"4424",310250,"18 Stephen Street Dunedin","18 Stephen Street Dunedin 9010"
"4425",310251,"16 Stephen Street Dunedin","33 Wairongoa Road RD 2 Mosgiel 9092"
"4426",310252,"14 Stephen Street Dunedin","14 Stephen Street Dunedin 9010"
"4427",310253,"12 Stephen Street Dunedin","12 Stephen Street Dunedin 9010"
"4428",310254,"10 Stephen Street Dunedin","10 Stephen Street Dunedin 9010"
"4429",310255,"6 Stephen Street Dunedin","6 Stephen Street Dunedin 9010"
"4430",310256,"2 Stephen Street Dunedin","2 Stephen Street Dunedin 9010"
"4431",310257,"23 Gilkison Street Dunedin","23 Gilkison Street Dunedin 9010"
"4432",310258,"25 Gilkison Street Dunedin","Bennett Family Trust 25 Gilkison Street Dunedin 9010"
"4433",310260,"35 Gilkison Street Dunedin","35 Gilkison Street Dunedin 9010"
"4434",310261,"37 Gilkison Street Dunedin","53 Salmond Street Dunedin 9010"
"4435",310262,"39 Gilkison Street Dunedin","Shrimpton Roulston Trust 141 Gladstone Road South Mosgiel 9024"
"4436",310263,"41 Gilkison Street Dunedin","41 Gilkison Street Dunedin 9010"
"4437",310264,"436 Taieri Road Dunedin","436 Taieri Road Dunedin 9010"
"4438",310265,"438 Taieri Road Dunedin","438 Taieri Road Dunedin 9010"
"4439",310266,"440 Taieri Road Dunedin","135 Springfield Road RD 2 Milton 9292"
"4440",310267,"442 Taieri Road Dunedin","442 Taieri Road Dunedin 9010"
"4441",310268,"444 Taieri Road Dunedin","D S and C M McConnell Family Trust 444 Taieri Road Dunedin 9010"
"4442",310269,"448 Taieri Road Dunedin","448 Taieri Road Dunedin 9010"
"4443",310270,"4 Spiers Road Dunedin","4 Spiers Road Dunedin 9010"
"4444",310271,"6 Spiers Road Dunedin","Auckland Central Regional Office PO Box 74598 Greenlane Auckland 1546"
"4445",310272,"6 Fenwick Street Dunedin",NA
"4446",310273,"8 Fenwick Street Dunedin",NA
"4447",310274,"10 Fenwick Street Dunedin","10 Fenwick Street Dunedin 9010"
"4448",310275,"11 Fenwick Street Dunedin","11 Fenwick Street Dunedin 9010"
"4449",310276,"9 Fenwick Street Dunedin","9 Fenwick Street Dunedin 9010"
"4450",310277,"7 Fenwick Street Dunedin","161 Belford Street Dunedin 9013"
"4451",310278,"5 Fenwick Street Dunedin","5 Fenwick Street Dunedin 9010"
"4452",310279,"3 Fenwick Street Dunedin","G R Brown Family Trust 3 Fenwick Street Dunedin 9010"
"4453",310280,"14 Spiers Road Dunedin","1 Fenwick Street Dunedin 9010"
"4454",310281,"16 Spiers Road Dunedin","C/O Property Management Works PO Box 2330 South Dunedin Dunedin 9044"
"4455",310282,"1 Spiers Road Dunedin","1 Spiers Road Dunedin 9010"
"4456",310283,"3 Spiers Road Dunedin","3 Spiers Road Dunedin 9010"
"4457",310284,"5 Spiers Road Dunedin","5 Spiers Road Dunedin 9010"
"4458",310285,"7 Spiers Road Dunedin","L and J Foster Family Trust 7 Spiers Road Dunedin 9010"
"4459",310286,"9 Spiers Road Dunedin","9 Spiers Road Dunedin 9010"
"4460",310287,"11 Spiers Road Dunedin","11 Spiers Road Dunedin 9010"
"4461",310288,"15 Spiers Road Dunedin","C/O Property Scouts PO Box 5127 Moray Place Dunedin 9058"
"4462",310289,"1 Turner Street Dunedin","1 Turner Street Dunedin 9010"
"4463",310290,"3 Turner Street Dunedin","3 Turner Street Dunedin 9010"
"4464",310291,"5 Turner Street Dunedin","5 Turner Street Dunedin 9010"
"4465",310292,"11A Turner Street Dunedin","11A Turner Street Dunedin 9010"
"4466",310293,"11B Turner Street Dunedin","11B Turner Street Dunedin 9010"
"4467",310294,"13 Turner Street Dunedin","13 Turner Street Dunedin 9010"
"4468",310295,"15 Turner Street Dunedin","15 Turner Street Dunedin 9010"
"4469",310296,"17 Turner Street Dunedin","17 Turner Street Dunedin 9010"
"4470",310297,"19 Turner Street Dunedin","19 Turner Street Dunedin 9010"
"4471",310298,"21 Turner Street Dunedin","58 Eglinton Road Dunedin 9011"
"4472",310299,"25 Turner Street Dunedin","25 Turner Street Dunedin 9010"
"4473",310300,"27 Turner Street Dunedin","27 Turner Street Dunedin 9010"
"4474",310301,"29 Turner Street Dunedin","29 Turner Street Dunedin 9010"
"4475",310302,"31 Turner Street Dunedin","31 Turner Street Dunedin 9010"
"4476",310303,"33 Turner Street Dunedin","33 Turner Street Dunedin 9010"
"4477",310304,"35 Turner Street Dunedin","35 Turner Street Dunedin 9010"
"4478",310305,"476 Taieri Road Dunedin","476 Taieri Road Dunedin 9010"
"4479",310306,"474 Taieri Road Dunedin","474 Taieri Road Dunedin 9010"
"4480",310307,"472 Taieri Road Dunedin","472 Taieri Road Dunedin 9010"
"4481",310308,"470 Taieri Road Dunedin","470 Taieri Road Dunedin 9010"
"4482",310309,"468 Taieri Road Dunedin","15/9 Eastbourne Road Sydney NSW 2140 AUSTRALIA"
"4483",310310,"466 Taieri Road Dunedin","466 Taieri Road Dunedin 9010"
"4484",310311,"464 Taieri Road Dunedin","464 Taieri Road Dunedin 9010"
"4485",310312,"462 Taieri Road Dunedin","462 Taieri Road Dunedin 9010"
"4486",310313,"460 Taieri Road Dunedin",NA
"4487",310314,"458 Taieri Road Dunedin",NA
"4488",310315,"454 Taieri Road Dunedin","454 Taieri Road Dunedin 9010"
"4489",310316,"452A Taieri Road Dunedin","452A Taieri Road Dunedin 9010"
"4490",310317,"452B Taieri Road Dunedin","460 Taieri Road Dunedin 9010"
"4491",310318,"21 Spiers Road Dunedin","J M Ferris Family Trust 21 Spiers Road Dunedin 9010"
"4492",310319,"4 Turner Street Dunedin","4 Turner Street Dunedin 9010"
"4493",310320,"6 Turner Street Dunedin","6 Turner Street Dunedin 9010"
"4494",310321,"8 Turner Street Dunedin","402 Dee Street Gladstone Invercargill 9810"
"4495",310322,"10 Turner Street Dunedin","10 Turner Street Dunedin 9010"
"4496",310323,"12 Turner Street Dunedin","10 Friendship Drive Waldronville Dunedin 9018"
"4497",310324,"14 Turner Street Dunedin","14 Turner Street Dunedin 9010"
"4498",310325,"16 Turner Street Dunedin","16 Turner Street Dunedin 9010"
"4499",310326,"18 Turner Street Dunedin","18 Turner Street Dunedin 9010"
"4500",310327,"20 Turner Street Dunedin","20 Turner Street Dunedin 9010"
"4501",310328,"22 Turner Street Dunedin","190A Airport Road RD 1 Alexandra 9391"
"4502",310329,"24 Turner Street Dunedin","2F Essex Street Weston Oamaru 9401"
"4503",310330,"26 Turner Street Dunedin","30 Ethel Street Dunedin 9010"
"4504",310331,"28 Turner Street Dunedin","28 Turner Street Dunedin 9010"
"4505",310332,"30 Turner Street Dunedin","51 Bateup Road Richmond 7020"
"4506",310333,"32 Turner Street Dunedin","32 Turner Street Dunedin 9010"
"4507",310334,"34 Turner Street Dunedin","34 Turner Street Dunedin 9010"
"4508",310335,"36 Turner Street Dunedin","36 Turner Street Dunedin 9010"
"4509",310336,"38 Turner Street Dunedin","38 Turner Street Dunedin 9010"
"4510",310337,"478 Taieri Road Dunedin","478 Taieri Road Dunedin 9010"
"4511",310338,"480 Taieri Road Dunedin","480 Taieri Road Dunedin 9010"
"4512",310339,"482 Taieri Road Dunedin","482 Taieri Road Dunedin 9010"
"4513",310340,"484 Taieri Road Dunedin","484 Taieri Road Dunedin 9010"
"4514",310341,"486 Taieri Road Dunedin","486 Taieri Road Dunedin 9010"
"4515",310342,"488 Taieri Road Dunedin","488 Taieri Road Dunedin 9010"
"4516",310343,"490 Taieri Road Dunedin","Dempster Family Trust 490 Taieri Road Dunedin 9010"
"4517",310344,"4 Salmond Street Dunedin","4 Salmond Street Dunedin 9010"
"4518",310345,"17 Stephen Street Dunedin","17 Stephen Street Dunedin 9010"
"4519",310346,"54 Stephen Street Dunedin","54 Stephen Street Dunedin 9010"
"4520",310347,"15 Stephen Street Dunedin","15 Stephen Street Dunedin 9010"
"4521",310348,"26 Spiers Road Dunedin","26 Spiers Road Dunedin 9010"
"4522",310349,"20 Spiers Road Dunedin","20 Spiers Road Dunedin 9010"
"4523",310350,"22 Spiers Road Dunedin","22 Spiers Road Dunedin 9010"
"4524",310351,"31 Spiers Road Dunedin","9 Coburn Place Lake Hayes Queenstown 9304"
"4525",310352,"25 Spiers Road Dunedin","25 Spiers Road Dunedin 9010"
"4526",310353,"494 Taieri Road Dunedin","494 Taieri Road Dunedin 9010"
"4527",310354,"296 Wakari Road Dunedin","296 Wakari Road Dunedin 9010"
"4528",310355,"245 Wakari Road Dunedin","185 Wakari Road Dunedin 9010"
"4529",310356,"238 Wakari Road Dunedin","238 Wakari Road Dunedin 9010"
"4530",310357,"200 Wakari Road Dunedin","200 Wakari Road Dunedin 9010"
"4531",310358,"202 Wakari Road Dunedin","202 Wakari Road Dunedin 9010"
"4532",310359,"198 Wakari Road Dunedin","198 Wakari Road Dunedin 9010"
"4533",310360,"196 Wakari Road Dunedin","196 Wakari Road Dunedin 9010"
"4534",310361,"296 Helensburgh Road Dunedin","F B and S M Barton Family Trusts 292 Helensburgh Road Dunedin 9010"
"4535",310362,"290 Helensburgh Road Dunedin","Peter &ampJessica Crothall Family Trust Partnership PO Box 6006 Dunedin North Dunedin 9059"
"4536",310363,"52 Wakari Road Dunedin","PO Box 21154 Edgeware Christchurch 8143"
"4537",310365,"86 Wakari Road Dunedin","791 Mount Barker Road RD 2 Wanaka 9382"
"4538",310367,"139 Helensburgh Road Dunedin","139 Helensburgh Road Dunedin 9010"
"4539",310368,"143 Helensburgh Road Dunedin","PO Box 5045 Moray Place Dunedin 9058"
"4540",310369,"169 Helensburgh Road Dunedin","88 Bellara Street Bribie Island QLD 4507 AUSTRALIA"
"4541",310370,"171 Helensburgh Road Dunedin","171 Helensburgh Road Dunedin 9010"
"4542",310371,"173 Helensburgh Road Dunedin","173 Helensburgh Road Dunedin 9010"
"4543",310372,"175 Helensburgh Road Dunedin","105 Wakari Road Dunedin 9010"
"4544",310373,"179 Helensburgh Road Dunedin","179 Helensburgh Road Dunedin 9010"
"4545",310374,"177 Helensburgh Road Dunedin","125 St David Street Dunedin 9016"
"4546",310375,"181 Helensburgh Road Dunedin","181 Helensburgh Road Dunedin 9010"
"4547",310376,"183 Helensburgh Road Dunedin","183 Helensburgh Road Dunedin 9010"
"4548",310377,"185 Helensburgh Road Dunedin","C/O M B &ampM J Thompson 178 Burt Street Dunedin 9010"
"4549",310378,"187 Helensburgh Road Dunedin","187 Helensburgh Road Dunedin 9010"
"4550",310379,"189 Helensburgh Road Dunedin","C/O Property Scouts PO Box 5127 Moray Place Dunedin 9058"
"4551",310380,"191 Helensburgh Road Dunedin","191 Helensburgh Road Dunedin 9010"
"4552",310381,"193 Helensburgh Road Dunedin","193 Helensburgh Road Dunedin 9010"
"4553",310382,"195 Helensburgh Road Dunedin","195 Helensburgh Road Dunedin 9010"
"4554",310383,"197 Helensburgh Road Dunedin","73 Centennial Avenue Dunedin 9010"
"4555",310384,"199 Helensburgh Road Dunedin","25 Mount Street Dunedin 9010"
"4556",310385,"1 Centennial Avenue Dunedin","893 Earnscleugh Road RD 1 Alexandra 9391"
"4557",310387,"19 Centennial Avenue Dunedin","28 Cemetery Road East Taieri Mosgiel 9024"
"4558",310388,"21 Centennial Avenue Dunedin","3/946 Colombo Street St Albans Christchurch 8014"
"4559",310389,"23 Centennial Avenue Dunedin","23 Centennial Avenue Dunedin 9010"
"4560",310390,"25 Centennial Avenue Dunedin","49 Mull Street Palmerston 9430"
"4561",310391,"33 Centennial Avenue Dunedin","33 Centennial Avenue Dunedin 9010"
"4562",310392,"39 Centennial Avenue Dunedin","39 Centennial Avenue Dunedin 9010"
"4563",310393,"43 Centennial Avenue Dunedin","Thornton Family Trust 43 Centennial Avenue Dunedin 9010"
"4564",310394,"65 Centennial Avenue Dunedin","65 Centennial Avenue Dunedin 9010"
"4565",310395,"67 Centennial Avenue Dunedin","7/7 Patterson Street Sandringham Auckland 1041"
"4566",310396,"69 Centennial Avenue Dunedin","69 Centennial Avenue Dunedin 9010"
"4567",310397,"71 Centennial Avenue Dunedin","C/O Property Scouts PO Box 5127 Moray Place Dunedin 9058"
"4568",310398,"73 Centennial Avenue Dunedin","73 Centennial Avenue Dunedin 9010"
"4569",310399,"75 Centennial Avenue Dunedin","75 Centennial Avenue Dunedin 9010"
"4570",310400,"77 Centennial Avenue Dunedin","77 Centennial Avenue Dunedin 9010"
"4571",310401,"79 Centennial Avenue Dunedin","79 Centennial Avenue Dunedin 9010"
"4572",310402,"81 Centennial Avenue Dunedin","81 Centennial Avenue Dunedin 9010"
"4573",310403,"83 Centennial Avenue Dunedin","83 Centennial Avenue Dunedin 9010"
"4574",310404,"85 Centennial Avenue Dunedin","85 Centennial Avenue Dunedin 9010"
"4575",310405,"87 Centennial Avenue Dunedin","87 Centennial Avenue Dunedin 9010"
"4576",310406,"89 Centennial Avenue Dunedin","89 Centennial Avenue Dunedin 9010"
"4577",310407,"91 Centennial Avenue Dunedin","91 Centennial Avenue Dunedin 9010"
"4578",310408,"93 Centennial Avenue Dunedin","Michael Mason Trust 40 Halfway Bush Road RD 1 Dunedin 9076"
"4579",310409,"95 Centennial Avenue Dunedin","95 Centennial Avenue Dunedin 9010"
"4580",310410,"97 Centennial Avenue Dunedin",NA
"4581",310411,"99 Centennial Avenue Dunedin","CMB 14041 Warrington 9449"
"4582",310412,"101 Centennial Avenue Dunedin","54 Fairview Terrace Sawyers Bay Port Chalmers 9023"
"4583",310413,"103 Centennial Avenue Dunedin","103 Centennial Avenue Dunedin 9010"
"4584",310414,"105 Centennial Avenue Dunedin","105 Centennial Avenue Dunedin 9010"
"4585",310415,"124 Wakari Road Dunedin","Darryl Tackney Family Trust PO Box 2134 South Dunedin Dunedin 9044"
"4586",310416,"116 Wakari Road Dunedin","116 Wakari Road Dunedin 9010"
"4587",310417,"114 Wakari Road Dunedin","B G Foley Trust No 2 35 Halfway Bush Road RD 1 Dunedin 9076"
"4588",310418,"112 Wakari Road Dunedin","112 Wakari Road Dunedin 9010"
"4589",310419,"110 Wakari Road Dunedin","148 Homestead Road RD 1C Oamaru 9491"
"4590",310420,"108 Wakari Road Dunedin",NA
"4591",310421,"106 Wakari Road Dunedin","4 Harold Street Dunedin 9010"
"4592",310422,"104 Wakari Road Dunedin","104 Wakari Road Dunedin 9010"
"4593",310423,"102 Wakari Road Dunedin","102 Wakari Road Dunedin 9010"
"4594",310424,"100 Wakari Road Dunedin","22 Pearson Road RD 3 Ranfurly 9397"
"4595",310425,"98 Wakari Road Dunedin","Robertson Jones Family Trust 98 Wakari Road Dunedin 9010"
"4596",310426,"133 Centennial Avenue Dunedin","189 Wakari Road Dunedin 9010"
"4597",310427,"285 Helensburgh Road Dunedin","513 Speargrass Flat Road RD 1 Queenstown 9371"
"4598",310428,"150 Wakari Road Dunedin","150 Wakari Road Dunedin 9010"
"4599",310429,"148 Wakari Road Dunedin","148 Wakari Road Dunedin 9010"
"4600",310430,"146 Wakari Road Dunedin","12 Logan Close Prebbleton 7604"
"4601",310431,"144 Wakari Road Dunedin","144 Wakari Road Dunedin 9010"
"4602",310432,"142 Wakari Road Dunedin","142 Wakari Road Dunedin 9010"
"4603",310433,"138 Wakari Road Dunedin","17 Balmoral Avenue Mosgiel 9024"
"4604",310434,"136 Wakari Road Dunedin","19 Larkins Street Dunedin 9010"
"4605",310435,"132 Wakari Road Dunedin","C/O Property Scouts PO Box 5127 Moray Place Dunedin 9058"
"4606",310436,"130 Wakari Road Dunedin","173 Wakari Road Dunedin 9010"
"4607",310437,"128 Wakari Road Dunedin","128 Wakari Road Dunedin 9010"
"4608",310438,"126 Wakari Road Dunedin","126 Wakari Road Dunedin 9010"
"4609",310439,"107 Centennial Avenue Dunedin","107 Centennial Avenue Dunedin 9010"
"4610",310440,"109 Centennial Avenue Dunedin","Robyns Family Trust 109 Centennial Avenue Dunedin 9010"
"4611",310441,"111 Centennial Avenue Dunedin","111 Centennial Avenue Dunedin 9010"
"4612",310442,"113 Centennial Avenue Dunedin",NA
"4613",310443,"115 Centennial Avenue Dunedin","115 Centennial Avenue Dunedin 9010"
"4614",310444,"117 Centennial Avenue Dunedin","21 Westview Road Wanaka 9305"
"4615",310445,"119 Centennial Avenue Dunedin","119 Centennial Avenue Dunedin 9010"
"4616",310446,"121 Centennial Avenue Dunedin","121 Centennial Avenue Dunedin 9010"
"4617",310447,"123 Centennial Avenue Dunedin","123 Centennial Avenue Dunedin 9010"
"4618",310448,"125 Centennial Avenue Dunedin","M K Stephenson Family Trust 125 Centennial Avenue Dunedin 9010"
"4619",310449,"127 Centennial Avenue Dunedin","127 Centennial Avenue Dunedin 9010"
"4620",310450,"129 Centennial Avenue Dunedin","129 Centennial Avenue Dunedin 9010"
"4621",310451,"131 Centennial Avenue Dunedin","131 Centennial Avenue Dunedin 9010"
"4622",310452,"40 Centennial Avenue Dunedin","40 Centennial Avenue Dunedin 9010"
"4623",310453,"42 Centennial Avenue Dunedin","292 Helensburgh Road Dunedin 9010"
"4624",310454,"74 Centennial Avenue Dunedin","74 Centennial Avenue Dunedin 9010"
"4625",310455,"47 Centennial Avenue Dunedin","47 Centennial Avenue Dunedin 9010"
"4626",310456,"51 Centennial Avenue Dunedin","51 Centennial Avenue Dunedin 9010"
"4627",310457,"63 Centennial Avenue Dunedin","63 Centennial Avenue Dunedin 9010"
"4628",310458,"59 Centennial Avenue Dunedin","PO Box 33092 Takapuna Auckland 0740"
"4629",310459,"76 Centennial Avenue Dunedin","B and G Sargeant Family Trust 249 Taieri Road Dunedin 9010"
"4630",310460,"78 Centennial Avenue Dunedin","78 Centennial Avenue Dunedin 9010"
"4631",310461,"207 Helensburgh Road Dunedin","8 Union Street New Plymouth 4312"
"4632",310462,"209 Helensburgh Road Dunedin","209 Helensburgh Road Dunedin 9010"
"4633",310463,"211 Helensburgh Road Dunedin","Antaris Trust 211 Helensburgh Road Dunedin 9010"
"4634",310464,"257 Helensburgh Road Dunedin","257 Helensburgh Road Dunedin 9010"
"4635",310465,"255 Helensburgh Road Dunedin","D B and E P Sneddon Family Trust 255 Helensburgh Road Dunedin 9010"
"4636",310466,"253 Helensburgh Road Dunedin","253 Helensburgh Road Dunedin 9010"
"4637",310467,"251 Helensburgh Road Dunedin","251 Helensburgh Road Dunedin 9010"
"4638",310468,"249 Helensburgh Road Dunedin","249 Helensburgh Road Dunedin 9010"
"4639",310469,"247 Helensburgh Road Dunedin","247 Helensburgh Road Dunedin 9010"
"4640",310470,"245 Helensburgh Road Dunedin","245 Helensburgh Road Dunedin 9010"
"4641",310471,"243 Helensburgh Road Dunedin","243 Helensburgh Road Dunedin 9010"
"4642",310472,"223 Helensburgh Road Dunedin","223 Helensburgh Road Dunedin 9010"
