"","ID","PropertyDetails.PropertyAddress","PropertyDetails.PostalAddressForThisAssessment"
"2494",319959,"262D High Street Dunedin","M T Crawford Trust PO Box 909 Dunedin 9054"
"2495",319960,"PT SEC 37 High Street Dunedin","Gone No Address"
"2496",319961,"260 High Street Dunedin","C/O Property Scouts PO Box 5127 Moray Place Dunedin 9058"
"2497",319962,"260A High Street Dunedin","262A Old Main South Road RD 22 Geraldine 7992"
"2498",319963,"258 High Street Dunedin",NA
"2499",319964,"248 High Street Dunedin","C/O Insolvency Management Limited PO Box 1058 Dunedin 9054"
"2500",319965,"246 High Street Dunedin","23 Redman Street Emu Park QLD 4710 AUSTRALIA"
"2501",319966,"238 High Street Dunedin","675 Days Road RD 4 Christchurch 7674"
"2502",319967,"236 High Street Dunedin","C/O Peppers Beacon PO Box 324 Queenstown 9348"
"2503",319968,"230 High Street Dunedin","333 Portobello Road RD 2 Dunedin 9077"
"2504",319970,"218 High Street Dunedin","9 Kauri Street Riccarton Christchurch 8041"
"2505",319971,"1 Clark Street Dunedin","1 Clark Street Dunedin 9016"
"2506",319972,"3 Clark Street Dunedin","PO Box 1160 Dunedin 9054"
"2507",319976,"61 MacLaggan Street Dunedin","PO Box 13120 Green Island Dunedin 9052"
"2508",319979,"89 MacLaggan Street Dunedin","PO Box 6202 Dunedin North Dunedin 9059"
"2509",319980,"99 MacLaggan Street Dunedin","PO Box 112 Dunedin 9054"
"2510",319981,"105 MacLaggan Street Dunedin","PO Box 112 Dunedin 9054"
"2511",319982,"PT SEC 50 MacLaggan Street Dunedin","PO Box 1152 Dunedin 9054"
"2512",319983,"PT SEC 50 MacLaggan Street Dunedin","PO Box 1152 Dunedin 9054"
"2513",319984,"107 MacLaggan Street Dunedin","170 Main Road Spring Grove RD 1 Wakefield 7095"
"2514",319985,"51 MacLaggan Street Dunedin","23 Blanc Avenue Fairfield Dunedin 9018"
"2515",319986,"130 York Place Dunedin","A S and J M MacColl Family Trust 130 York Place Dunedin 9016"
"2516",319987,"284 Stuart Street Dunedin","284 Stuart Street Dunedin 9016"
"2517",319988,"268 Stuart Street Dunedin","PO Box 5769 Moray Place Dunedin 9058"
"2518",319989,"5 Smith Street Dunedin","5 Smith Street Dunedin 9016"
"2519",319990,"1 Smith Street Dunedin","Auckland Central Regional Office PO Box 74598 Greenlane Auckland 1546"
"2520",319991,"88 York Place Dunedin","88 York Place Dunedin 9016"
"2521",319992,"126 Tennyson Street Dunedin","C/O Otago Girls High School 41 Tennyson Street Dunedin 9016"
"2522",319997,"31 Smith Street Dunedin","Private Bag 1941 Dunedin 9054"
"2523",319998,"300 Rattray Street Dunedin","Private Bag 1941 Dunedin 9054"
"2524",319999,"288 Rattray Street Dunedin","Private Bag 1941 Dunedin 9054"
"2525",320000,"178 Cargill Street Dunedin","Amanda Williams Trust 58 Glendevon Place Dunedin 9013"
"2526",320001,"184 Cargill Street Dunedin",NA
"2527",320002,"188 Cargill Street Dunedin",NA
"2528",320003,"190 Cargill Street Dunedin","3 Jetty Street Balclutha 9230"
"2529",320004,"192 Cargill Street Dunedin","192 Cargill Street Dunedin 9016"
"2530",320005,"196 Cargill Street Dunedin","Attention Craig McAuliffe PO Box 760 Dunedin 9054"
"2531",320006,"202 Cargill Street Dunedin","PO Box 260 Alexandra 9340"
"2532",320007,"208 Cargill Street Dunedin","27 Salamanca Road Kelburn Wellington 6012"
"2533",320008,"210 Cargill Street Dunedin","187 McDonald Road RD 1 Outram 9073"
"2534",320009,"212 Cargill Street Dunedin","212 Cargill Street Dunedin 9016"
"2535",320010,"214 Cargill Street Dunedin","214 Cargill Street Dunedin 9016"
"2536",320011,"3 - 27 Arthur Street Dunedin","PO Box 60 Queenstown 9348"
"2537",320012,"1 - 27 Arthur Street Dunedin","396 Portobello Road RD 2 Dunedin 9077"
"2538",320013,"2 - 27 Arthur Street Dunedin","32 Severn Street Mosgiel 9024"
"2539",320014,"6 - 27 Arthur Street Dunedin","9/27 Arthur Street Dunedin 9016"
"2540",320015,"4 - 27 Arthur Street Dunedin","The Emerald Trust 229 Taylor Road RD 6 Invercargill 9876"
"2541",320016,"5 - 27 Arthur Street Dunedin","180 Kenmure Road Dunedin 9011"
"2542",320017,"7 - 27 Arthur Street Dunedin","7/27 Arthur Street Dunedin 9016"
"2543",320018,"10 - 27 Arthur Street Dunedin","10/27 Arthur Street Dunedin 9016"
"2544",320019,"8 - 27 Arthur Street Dunedin",NA
"2545",320020,"9 - 27 Arthur Street Dunedin","9/27 Arthur Street Dunedin 9016"
"2546",320021,"11 - 27 Arthur Street Dunedin","205 King Edward Street Dunedin 9012"
"2547",320022,"13 - 27 Arthur Street Dunedin","I S I Trust 13/27 Arthur Street Dunedin 9016"
"2548",320023,"12 - 27 Arthur Street Dunedin","12/27 Arthur Street Dunedin 9016"
"2549",320024,"29 Arthur Street Dunedin","39 Garden Place Dunedin 9010"
"2550",320025,"31 Arthur Street Dunedin","44 Rees Place Wannanup WA 6210 AUSTRALIA"
"2551",320026,"39 Arthur Street Dunedin","12 Cornhill Street Dunedin 9010"
"2552",320027,"227 York Place Dunedin",NA
"2553",320028,"219 York Place Dunedin","5 Galloway Street Dunedin 9011"
"2554",320029,"215 York Place Dunedin","6 Lawson Street Dunedin 9011"
"2555",320030,"213 York Place Dunedin","17 Tambling Terrace Wanguri NT 0810 AUSTRALIA"
"2556",320031,"207 York Place Dunedin","Wakatipu Trust PO Box 11 Franz Josef Glacier 7856"
"2557",320032,"205 York Place Dunedin","96 Tanner Road Dunedin 9010"
"2558",320033,"191 York Place Dunedin","1 Butt Street Brooklyn Wellington 6021"
"2559",320034,"189 York Place Dunedin","189 York Place Dunedin 9016"
"2560",320035,"187 York Place Dunedin","C/O Department of Physics PO Box 56 Dunedin 9054"
"2561",320036,"185 York Place Dunedin",NA
"2562",320037,"183 York Place Dunedin","138 Outram-Mosgiel Road RD 1 Outram 9073"
"2563",320038,"179 York Place Dunedin","35 Rose Street Wadestown Wellington 6012"
"2564",320039,"175 York Place Dunedin","90 Hocken Street Dunedin 9011"
"2565",320040,"173 York Place Dunedin","173 York Place Dunedin 9016"
"2566",320041,"169 York Place Dunedin","169 York Place Dunedin 9016"
"2567",320042,"167 York Place Dunedin","167 York Place Dunedin 9016"
"2568",320043,"163 York Place Dunedin","916 Brighton Road Brighton Dunedin 9035"
"2569",320044,"159 York Place Dunedin","159 York Place Dunedin 9016"
"2570",320045,"153 York Place Dunedin","M J and W J Phizacklea Family Trust 51 Nairn Street Waikouaiti 9510"
"2571",320046,"149 York Place Dunedin","149 York Place Dunedin 9016"
"2572",320047,"301 Stuart Street Dunedin","10A Marlow Street Dunedin 9012"
"2573",320048,"305 Stuart Street Dunedin","305 Stuart Street Dunedin 9016"
"2574",320049,"307 Stuart Street Dunedin","197 Karori Road Karori Wellington 6012"
"2575",320050,"309 Stuart Street Dunedin","Amanda Williams Trust 58 Glendevon Place Dunedin 9013"
"2576",320051,"311 Stuart Street Dunedin","Amanda Williams Trust 58 Glendevon Place Dunedin 9013"
"2577",320052,"313 Stuart Street Dunedin","50 Melrose Street Dunedin 9010"
"2578",320053,"148 London Street Dunedin",NA
"2579",320054,"150 London Street Dunedin","150 London Street Dunedin 9016"
"2580",320055,"152 London Street Dunedin","1 Centennial Road Fairfield Dunedin 9018"
"2581",320056,"3 Arthur Street Dunedin",NA
"2582",320057,"5 Arthur Street Dunedin","5 Arthur Street Dunedin 9016"
"2583",320058,"7 Arthur Street Dunedin","Nodlas Trust 7 Arthur Street Dunedin 9016"
"2584",320059,"9 Arthur Street Dunedin","9 Arthur Street Dunedin 9016"
"2585",320060,"11 Arthur Street Dunedin","Greyfur Trust 11 Arthur Street Dunedin 9016"
"2586",320061,"21 Arthur Street Dunedin","21 Arthur Street Dunedin 9016"
"2587",320063,"197 Cargill Street Dunedin","197 Cargill Street Dunedin 9016"
"2588",320064,"191 Cargill Street Dunedin","87 Mulford Street Concord Dunedin 9018"
"2589",320065,"189 Cargill Street Dunedin","79 West Street Pukekohe 2120"
"2590",320066,"187 Cargill Street Dunedin","87 Mulford Street Concord Dunedin 9018"
"2591",320068,"183 Cargill Street Dunedin","183 Cargill Street Dunedin 9016"
"2592",320069,"321 Stuart Street Dunedin","321 Stuart Street Dunedin 9016"
"2593",320070,"323 Stuart Street Dunedin","15 Armagh Road Blockhouse Bay Auckland 0600"
"2594",320071,"325 Stuart Street Dunedin","325 Stuart Street Dunedin 9016"
"2595",320072,"144 London Street Dunedin","Stewart Family Trust PO Box 3259 Wellington 6140"
"2596",320073,"143 London Street Dunedin","C/O School Board of Trustees PO Box 11 Dunedin 9054"
"2597",320078,"32 Arthur Street Dunedin","PO Box 5045 Moray Place Dunedin 9058"
"2598",320079,"315 Rattray Street Dunedin","20 Jessie Street Mapua 7005"
"2599",320080,"317 Rattray Street Dunedin","34 Corsall Street RD 2 Waitati 9085"
"2600",320081,"327 Rattray Street Dunedin","327 Rattray Street Dunedin 9016"
"2601",320082,"323 Rattray Street Dunedin","323 Rattray Street Dunedin 9016"
"2602",320083,"329 Rattray Street Dunedin","329 Rattray Street Dunedin 9016"
"2603",320084,"331 Rattray Street Dunedin","331 Rattray Street Dunedin 9016"
"2604",320085,"335 Rattray Street Dunedin","Private Bag 1941 Dunedin 9054"
"2605",320086,"361 Rattray Street Dunedin","28 Brown Street Dunedin 9016"
"2606",320087,"41 Arthur Street Dunedin","PO Box 5127 Moray Place Dunedin 9058"
"2607",320088,"43 Arthur Street Dunedin","51 Southern Cross Road Kohimarama Auckland 1071"
"2608",320089,"47 Arthur Street Dunedin","Olssen and Cooper Family Trust 294 Portobello Road RD 2 Dunedin 9077"
"2609",320090,"51 Arthur Street Dunedin","51 Arthur Street Dunedin 9016"
"2610",320091,"55 Arthur Street Dunedin","55 Arthur Street Dunedin 9016"
"2611",320092,"94 Elm Row Dunedin","PO Box 155 Waikato Mail Centre Hamilton 3240"
"2612",320093,"86 Elm Row Dunedin","PO Box 646 Dunedin 9054"
"2613",320094,"78 Elm Row Dunedin","74 Elm Row Dunedin 9016"
"2614",320095,"76 Elm Row Dunedin","76 Elm Row Dunedin 9016"
"2615",320096,"74 Elm Row Dunedin","74 Elm Row Dunedin 9016"
"2616",320097,"70 Elm Row Dunedin","Private Bag 1941 Dunedin 9054"
"2617",320099,"64 Elm Row Dunedin","64 Elm Row Dunedin 9016"
"2618",320100,"14 Brown Street Dunedin","205/50 Dow Street Port Melbourne VIC 3207 AUSTRALIA"
"2619",320101,"12 Brown Street Dunedin","205/50 Dow Street Port Melbourne VIC 3207 AUSTRALIA"
"2620",320102,"10 Brown Street Dunedin","D R and S R Lewis Family Trust 2 Bidston Street Outram 9019"
"2621",320103,"8 Brown Street Dunedin","52 Pandora Drive City Beach WA 6015 AUSTRALIA"
"2622",320104,"6 Brown Street Dunedin","6 Brown Street Dunedin 9016"
"2623",320105,"311 Rattray Street Dunedin","311 Rattray Street Dunedin 9016"
"2624",320106,"313 Rattray Street Dunedin","313 Rattray Street Dunedin 9016"
"2625",320107,"73 Elm Row Dunedin","73 Elm Row Dunedin 9016"
"2626",320108,"67 Elm Row Dunedin","67 Elm Row Dunedin 9016"
"2627",320109,"75 Elm Row Dunedin","148 Park Street Queenstown 9300"
"2628",320110,"81 Elm Row Dunedin","28 McGeorge Avenue Dunedin 9011"
"2629",320111,"83 Elm Row Dunedin","28 McGeorge Avenue Dunedin 9011"
"2630",320112,"85 Elm Row Dunedin","8 Ayr Street Dunedin 9010"
"2631",320113,"87 Elm Row Dunedin","87 Elm Row Dunedin 9016"
"2632",320114,"89 Elm Row Dunedin","5 Lennox Street Dunedin 9010"
"2633",320115,"91 Elm Row Dunedin","91 Elm Row Dunedin 9016"
"2634",320116,"93 Elm Row Dunedin","93 Elm Row Dunedin 9016"
"2635",320117,"95 Elm Row Dunedin","91 Elm Row Dunedin 9016"
"2636",320118,"97 Elm Row Dunedin","2/35 Inkerman Street Onehunga Auckland 1061"
"2637",320119,"61 Arthur Street Dunedin","61 Arthur Street Dunedin 9016"
"2638",320120,"63 Arthur Street Dunedin","5 New Greens Avenue St Albans Hertfordshire AL3 6HQ UNITED KINGDOM"
"2639",320121,"65 Arthur Street Dunedin","PO Box 2213 South Dunedin Dunedin 9044"
"2640",320122,"67 Arthur Street Dunedin","10A Marlow Street Dunedin 9012"
"2641",320123,"69 Arthur Street Dunedin","C/O Solomons PO Box 5247 Moray Place Dunedin 9058"
"2642",320124,"49 Duncan Street Dunedin","15 Arthur Street Dunedin 9016"
"2643",320125,"47 Duncan Street Dunedin","7/7 Patterson Street Sandringham Auckland 1041"
"2644",320126,"45 Duncan Street Dunedin","4 Challis Street Dunedin 9013"
"2645",320128,"41 Duncan Street Dunedin",NA
"2646",320129,"39 Duncan Street Dunedin","39 Duncan Street Dunedin 9016"
"2647",320130,"37 Duncan Street Dunedin","37 Duncan Street Dunedin 9016"
"2648",320131,"35 Duncan Street Dunedin","C/O Fiona Cooper 304 Taieri Road Dunedin 9010"
"2649",320132,"29A Duncan Street Dunedin","29A Duncan Street Dunedin 9016"
"2650",320133,"29 Duncan Street Dunedin","29 Duncan Street Dunedin 9016"
"2651",320134,"27 Duncan Street Dunedin","Te Mahoe Trust 8 Gorman Street Macandrew Bay Dunedin 9014"
"2652",320135,"25 Duncan Street Dunedin","57 Centennial Avenue Dunedin 9010"
"2653",320136,"21 Duncan Street Dunedin","27 Chain Hills Road RD 1 Dunedin 9076"
"2654",320137,"19 Duncan Street Dunedin","30 Spoonbill Place Unsworth Heights Auckland 0632"
"2655",320138,"17 Duncan Street Dunedin","14 Gowry Place Dunedin 9010"
"2656",320139,"32 Brown Street Dunedin","32 Brown Street Dunedin 9016"
"2657",320140,"30 Brown Street Dunedin","H R Ross Family Trust 30 Brown Street Dunedin 9016"
"2658",320141,"28 Brown Street Dunedin","28 Brown Street Dunedin 9016"
"2659",320142,"26 Brown Street Dunedin","237 Hawksbury Bush Road RD 2 Waikouaiti 9472"
"2660",320143,"22 Brown Street Dunedin","9 Toledo Grove Totara Park Upper Hutt 5018"
"2661",320144,"8 Duncan Street Dunedin","PO Box 5354 Moray Place Dunedin 9058"
"2662",320145,"12 Duncan Street Dunedin","98 Sunnyhill Road Streatham London SW16 2UL UNITED KINGDOM"
"2663",320146,"14 Duncan Street Dunedin","113 Chaplin Road RD 1 Brighton 9091"
"2664",320147,"16 Duncan Street Dunedin","16 Duncan Street Dunedin 9016"
"2665",320148,"26 Duncan Street Dunedin","10 Hadley Close Dunedin 9010"
"2666",320149,"18 Duncan Street Dunedin","10 Hadley Close Dunedin 9010"
"2667",320150,"28 Duncan Street Dunedin","28 Duncan Street Dunedin 9016"
"2668",320151,"34 Duncan Street Dunedin","PO Box 155 Waikato Mail Centre Hamilton 3240"
"2669",320153,"38 Duncan Street Dunedin","38 Duncan Street Dunedin 9016"
"2670",320154,"40 Duncan Street Dunedin","40 Duncan Street Dunedin 9016"
"2671",320155,"42 Duncan Street Dunedin","42 Duncan Street Dunedin 9016"
"2672",320156,"44 Duncan Street Dunedin","44 Duncan Street Dunedin 9016"
"2673",320157,"46 Duncan Street Dunedin","46 Duncan Street Dunedin 9016"
"2674",320158,"48 Duncan Street Dunedin","48 Duncan Street Dunedin 9016"
"2675",320159,"50 Duncan Street Dunedin",NA
"2676",320160,"54 Duncan Street Dunedin","74 Hamilton Road Hataitai Wellington 6021"
"2677",320161,"73 Arthur Street Dunedin","15 Arthur Street Dunedin 9016"
"2678",320162,"75 Arthur Street Dunedin","PO Box 5318 Moray Place Dunedin 9058"
"2679",320163,"77 Arthur Street Dunedin","77 Arthur Street Dunedin 9016"
"2680",320164,"79 Arthur Street Dunedin","10 Challis Street Dunedin 9013"
"2681",320165,"89 Arthur Street Dunedin","89 Arthur Street Dunedin 9016"
"2682",320166,"91 Arthur Street Dunedin","6 Stonelaw Terrace Dunedin 9010"
"2683",320167,"50 Russell Street Dunedin","2 Semaphore Close Mount Pleasant Christchurch 8081"
"2684",320168,"48 Russell Street Dunedin","48 Russell Street Dunedin 9016"
"2685",320169,"46 Russell Street Dunedin","46 Russell Street Dunedin 9016"
"2686",320170,"44 Russell Street Dunedin","Auckland Central Regional Office PO Box 74598 Greenlane Auckland 1546"
"2687",320171,"42 Russell Street Dunedin",NA
"2688",320172,"38A Russell Street Dunedin","6 Stanley Street Dunedin 9011"
"2689",320173,"34 Russell Street Dunedin","Mark and Jo Sinclair Family Trust 34 Russell Street Dunedin 9016"
"2690",320174,"PT SEC 4 Russell Street Dunedin","Gone No Address"
"2691",320175,"30 Russell Street Dunedin","30 Russell Street Dunedin 9016"
"2692",320176,"26 Russell Street Dunedin","26 Russell Street Dunedin 9016"
"2693",320177,"24 Russell Street Dunedin","24 Russell Street Dunedin 9016"
"2694",320178,"22 Russell Street Dunedin","18 Russell Street Dunedin 9016"
"2695",320179,"ROW Russell Street Dunedin","Gone No Address"
"2696",320180,"18 Russell Street Dunedin","18 Russell Street Dunedin 9016"
"2697",320181,"14 Russell Street Dunedin","PO Box 94 Highett VIC 3190 AUSTRALIA"
"2698",320182,"12 Russell Street Dunedin","30 Pentland Street Dunedin 9010"
"2699",320183,"10 Russell Street Dunedin","2 Newport Street Dunedin 9011"
"2700",320184,"6 Russell Street Dunedin","6 Russell Street Dunedin 9016"
"2701",320185,"4 Russell Street Dunedin","15A Tania Place Blockhouse Bay Auckland 0600"
"2702",320186,"54 Brown Street Dunedin","28 Brown Street Dunedin 9016"
"2703",320187,"52 Brown Street Dunedin","52 Brown Street Dunedin 9016"
"2704",320188,"50 Brown Street Dunedin","57 Sheppard Road RD 2 Dunedin 9077"
"2705",320189,"48 Brown Street Dunedin","15A Tania Place Blockhouse Bay Auckland 0600"
"2706",320190,"44A Brown Street Dunedin","PO Box 5354 Moray Place Dunedin 9058"
"2707",320191,"44B Brown Street Dunedin","44B Brown Street Dunedin 9016"
"2708",320192,"42 Brown Street Dunedin","42 Brown Street Dunedin 9016"
"2709",320193,"9 Russell Street Dunedin","9 Russell Street Dunedin 9016"
"2710",320194,"11 Russell Street Dunedin","4 Rata Court Mosgiel 9024"
"2711",320195,"13 Russell Street Dunedin","C/O Edinburgh Realty Limited PO Box 5772 Moray Place Dunedin 9058"
"2712",320196,"19 Russell Street Dunedin","195 Wingatui Road Mosgiel 9024"
"2713",320197,"23 Russell Street Dunedin","51 John Street Ponsonby Auckland 1011"
"2714",320198,"27 Russell Street Dunedin","193 Portobello Road RD 2 Dunedin 9077"
"2715",320199,"101 Arthur Street Dunedin","101 Arthur Street Dunedin 9016"
"2716",320200,"103 Arthur Street Dunedin","15 Arthur Street Dunedin 9016"
"2717",320201,"105 Arthur Street Dunedin","15 Arthur Street Dunedin 9016"
"2718",320202,"112 Canongate Dunedin","214 Riccarton Road West RD 2 Mosgiel 9092"
"2719",320203,"122 Canongate Dunedin","122 Canongate Dunedin 9016"
"2720",320204,"LOT A Canongate Dunedin","PO Box 5045 Moray Place Dunedin 9058"
"2721",320205,"118 Canongate Dunedin","122 Canongate Dunedin 9016"
"2722",320206,"104 Canongate Dunedin","80 Joondanna Drive Joondanna 6060 Perth AUSTRALIA"
"2723",320207,"102 Canongate Dunedin","4 Wolsley Avenue Milford Auckland 0620"
"2724",320208,"100 Canongate Dunedin","2371 Paramount Drive West Kelowna BC V4T 3K4 CANADA"
"2725",320209,"98 Canongate Dunedin","361 Hardy Street Nelson 7010"
"2726",320210,"96 Canongate Dunedin","96 Canongate Dunedin 9016"
"2727",320214,"240 York Place Dunedin",NA
"2728",320215,"284 York Place Dunedin","E and D Byars Family Trust 284 York Place Dunedin 9016"
"2729",320216,"286 York Place Dunedin",NA
"2730",320217,"292 York Place Dunedin","292 York Place Dunedin 9016"
"2731",320218,"298 York Place Dunedin","298 York Place Dunedin 9016"
"2732",320219,"300 York Place Dunedin","PO Box 1510 Dunedin 9054"
"2733",320220,"304 York Place Dunedin","3598 Fruitlands-Roxburgh Road RD 1 Roxburgh 9571"
"2734",320221,"310 York Place Dunedin","310 York Place Dunedin 9016"
"2735",320222,"324 York Place Dunedin","Somerville Barnett Family Trust 324 York Place Dunedin 9016"
"2736",320223,"73 Duncan Street Dunedin","18 Ebbtide Way Maungatapu Tauranga 3112"
"2737",320224,"71 Duncan Street Dunedin","30 Charlotte Street Dunedin 9010"
"2738",320225,"69 Duncan Street Dunedin","55 O&#39;Connell Road RD 2 Waitati 9085"
"2739",320226,"65 Duncan Street Dunedin","3/175 Victoria Road Dunedin 9012"
"2740",320227,"63 Duncan Street Dunedin","63 Duncan Street Dunedin 9016"
"2741",320228,"63A Duncan Street Dunedin","59 Duncan Street Dunedin 9016"
